Question,Question_eng,Trigger,prediction,prob_0,prob_1,confidence,correct
الم جهه الزايده بعد العمليه وتنميل الرجل واليد نفس الاتجاه,"Pain in the appendage after the operation, and numbness in the leg and hand in the same direction",1,1,0.3251835107803345,0.6748164892196655,0.6748164892196655,True
انا فتاه عمري 17 عام احس بشكل منجذ ان كنت بعمر 10 فجأة ببعض النغزات اجفي صدري جهة القلب ولكن زاد الامر منذ فترة حيث زاد الألم وزادت النوبات واحيانا...,"I am a 17-year-old girl. I feel like a life-threatening sensation. If I was 10 years old, suddenly I had some pounding in my chest towards my heart, but the matter has increased for a while, as the pain has increased and the seizures have increased, and sometimes...",1,1,0.028431368991732597,0.9715685844421387,0.9715685844421387,True
لوسمحت انا عمرى 70 سنه ومركب قسطره للبروستاتا وعملت اشعه على الحوض والبطن، والبول عندى بينزل بصعوبه مع وجود دم ووجع شديد ، هل انا هحتاج اعمل عمليه جراحيه ام...,"Excuse me, I am 70 years old and have a prostate catheter. I had x-rays done on my pelvis and abdomen, and my urine comes out with difficulty with blood and severe pain. Do I need to have surgery or...",1,0,0.6462476253509521,0.35375237464904785,0.6462476253509521,False
"انا حامل ف الشهر الخامس بس بقالي ٣ايام مش بحس بحركه الجنين
بس احساس القئ الصباحي موجود زي ما هو
دا طبيعي ولا","I am in the fifth month of pregnancy, but for 3 days I have not felt the fetus move
But the feeling of morning vomiting is there as it is
Is this normal or not?",0,0,0.585148274898529,0.41485166549682617,0.585148274898529,True
اعانى من ظهور افرازات بشكل دام على مدار اليوم لونها بيضاء \ انا غير متزوج \ و امارس العاده السريه احيانا \ ما العلاج \,I suffer from the appearance of bloody secretions throughout the day that are white in color. I am not married and I masturbate sometimes. What is the treatment?,0,1,0.31339070200920105,0.6866092681884766,0.6866092681884766,False
ابني عمرو خمس سنوات عملت الو عملية حول وحشي متقطع لكن بعد اىعمليه لاحضت انو العينين متجهتان للداخل وكانه اصبح حول انسي ويشكو من ازدواجيه بالرؤيه احيانا هل هذا طبيعي...,"My son, Amr, is five years old. I had an operation for intermittent strabismus, but after the operation, I noticed that his eyes were facing inward, as if he had become a strabismus, and he complains of double vision sometimes. Is this normal?",1,1,0.3100705146789551,0.6899295449256897,0.6899295449256897,True
لما يصير لي موقف يضيق الصدر ما اصيح اتشره من داخل ويوجعني قلبي مع اصابع يديني الثنتين,"When I find myself in a heart-wrenching situation, I don't scream, I curse it from the inside, and my heart hurts with the fingers of both hands.",1,1,0.2782876789569855,0.7217122912406921,0.7217122912406921,True
"هل يسبب احتقان المني لمدة ساعة تقريبا في وقت ممارسة العادة السرية خروج قليل جدا من قطع جامده صفراء الى بني او ذهبي تشبة الجلي
وقت خروج المني سببلي الم...","Does the congestion of semen for about an hour at the time of masturbation cause the release of very small solid pieces of yellow to brown or gold resembling jelly?
When semen comes out, it causes me pain...",0,1,0.44852134585380554,0.5514786839485168,0.5514786839485168,False
"انا بعمر ٢١ عاما، فجاءة شعرت بالم في ابهام يدي اليمنى ممتد الى الكتف، اشعر بكهرباء شديدة .
ملاحظة : اليوم استعملت يدي بكثرة في العمل دونا عن الايام السابقة.","I am 21 years old, and suddenly I felt pain in the thumb of my right hand extending to the shoulder. I felt intense electricity.
Note: Today I used my hands more at work than in previous days.",1,1,0.2913511097431183,0.7086488604545593,0.7086488604545593,True
فيه اسهال ولون الاسهال اخضر فاتح باهت عمر الطفله ٧شهور هل لونه طبيعي,"There is diarrhea and the color of the diarrhea is a pale, light green. The baby is 7 months old. Is this color normal?",0,1,0.38713884353637695,0.6128612160682678,0.6128612160682678,False
كانت دورتي منتظمة 28 يوم قبل الزواج و لكن بعد الزواج و في شهري الاول كانت 15/10 و الشهر ثاني تأخرت و كانت مصاحبة لاعراض حمل ولكن نزلت 15/11 مع...,"My period was regular, 28 days before marriage, but after marriage, and in my first month, it was 10/15, and in the second month, it was late, and it was accompanied by pregnancy symptoms, but it was 11/15 with...",0,1,0.38091838359832764,0.6190816760063171,0.6190816760063171,False
الألم بين الحين والأخر أحيانا من شدة الألم لا يمكنني أن أجلس أو أقف,"Pain from time to time. Sometimes, due to the severity of the pain, I cannot sit or stand",0,0,0.5457366704940796,0.4542633593082428,0.5457366704940796,True
هل يوجد صبغه امنه على الشعر خاصه اني اعاني من تساقط الشعر من فتره طويله وهل الصبغه الخاليه من الامونيا لا تضر بالشعر ولاتزيد من تساقطه ٠وهل من طريقه او...,"Is there a dye that is safe for hair, especially since I have been suffering from hair loss for a long time? Does the ammonia-free dye not harm the hair or increase hair loss? Is there a way or...",1,1,0.07476761937141418,0.9252324104309082,0.9252324104309082,True
السلام عليكم انا سويت عمليه التصاقات قبل سنتين وللان تعبانه هل هذا الشي طبيعي انتفاخ بطن والتهاب بول واسهال احيانا احس الم قولون لكن العمليه بنص البطن كانت دبابيس واحس...,"Peace be upon you. I had an adhesions operation two years ago and now I am tired. Is this normal? Abdominal bloating, urine infection and diarrhea. Sometimes I feel colon pain, but the operation in the middle of the abdomen was like staples and I feel...",1,0,0.6909241080284119,0.30907589197158813,0.6909241080284119,False
انا عندى كيس ماءى على جانب اليسار من الرحم واخد حبوب منع الحمل شهر و وقفت واخده دلاسين معجون مهبلى و البوتيل تحاميل لعلاج قرحه و نزل منى قطعه رقيقه...,"I have a water cyst on the left side of my uterus, and I took birth control pills for a month. I stopped and took Dalacin vaginal paste and Albutyl suppositories to treat my ulcer, and a thin piece of semen came out...",0,1,0.28427693247795105,0.7157230973243713,0.7157230973243713,False
احس بضعف في الانتصاب من بدايه شهر رمضان وانكماش العضو الذكر ي هل هذا طبيعي مع العلم خلال الشهر حصل عندي احتلام اكثر من 5 مرات خلل الشهر,"I feel weak erection since the beginning of the month of Ramadan, and the penis shrinks. Is this normal, knowing that during the month I had wet dreams more than 5 times during the month?",0,0,0.5490831732749939,0.45091676712036133,0.5490831732749939,True
اعاني من دغدغة في الحلق و حكة في الاذن و الانف و ضيق تنفس بسيط احيانا فما هو الحل ومن ماذا اعاني,"I suffer from a tickle in the throat, itching in the ears and nose, and slight shortness of breath sometimes. What is the solution and what am I suffering from?",1,1,0.2844181954860687,0.7155817747116089,0.7155817747116089,True
اعاني من مشكلة التهاب العضلة الضامة مع العلم اخدت مسكنات ولم تأتي بأي نتيجة,I suffer from the problem of connective myositis. I took painkillers but they did not produce any results,1,1,0.2391657531261444,0.7608342170715332,0.7608342170715332,True
"السلام عليكم
انا منذ سنوات وانا اعانى من تورم فى اطراف الايدى والارجل فى الشتاء بالاضافه الى شعورى بنبض كثير فى مناطق متفرقه بالجسم واحيانا نبضات قلبى تزيد بشده وعانى...","Hello
For years, I have been suffering from swelling in the tips of my hands and feet in the winter, in addition to feeling a frequent pulse in various areas of the body, and sometimes my heartbeat increases greatly, and I suffer...",0,1,0.3348938226699829,0.6651061773300171,0.6651061773300171,False
أنا في 60من العمر.عملت تحليل لسكر قبل الاكل 116 وبعد الاكل 164 هل احتمال الاصابه بلسكر واردة في سن 60 وهل هناك اعمار محدده تتجاوز الاصابه بلسكر والنجاة منه. ولكم...,I am 60 years old. I had a blood sugar test before eating at 116 and after eating at 164. Is there a possibility of developing diabetes at the age of 60? Are there specific ages beyond which one can develop diabetes and survive it? And for you...,0,1,0.2623363733291626,0.7376636862754822,0.7376636862754822,False
تطلقت بعد شهرين من الزواج وزوجي كان مدمنا للجماع يوميا هل مهبلي مع الوقت يعود ضيقآ كما كان عليه قبل الزواج ام يبقى متسعآ ؟,"I divorced after two months of marriage, and my husband was addicted to daily intercourse. Will my vagina return to being as tight as it was before marriage, or will it remain wide with time?",0,0,0.504098117351532,0.495901882648468,0.504098117351532,True
اذا وجدت لدي ايدز ماذا افعل,"If I find out I have AIDS, what should I do?",1,1,0.26412978768348694,0.7358702421188354,0.7358702421188354,True
"اعاني من الم في ساقي الايمن نتيجة
لضربة في اسفل الساق تركت انخفاض بسيط على عظمة الساق الامامية واشعر بتقلصات في عضلات الساق أيضا الالم يزداد عند المشي عليها بقوة","I suffer from pain in my right leg as a result
A blow to the lower leg left a slight depression on the front leg bone, and I feel contractions in the leg muscles. The pain also increases when I walk on it forcefully.",1,1,0.3724437654018402,0.6275562047958374,0.6275562047958374,True
أعاني من ألم شديد في الكعب الأيسر عند المشي والوقوف لفترة طويلة لأكثر من سنه قمت بزياره الطبيب ونصف لى علاج للالتهابات ساعد العلاج في تخفيف الالم ولم يزول الالم...,I suffer from severe pain in the left heel when walking and standing for a long time for more than a year. I visited the doctor and was prescribed treatment for the inflammation. The treatment helped relieve the pain and the pain did not go away...,1,1,0.30214306712150574,0.6978569030761719,0.6978569030761719,True
فحصت نفسي بالمرآة والضوء وجدت ثقبة كما في الصورة المرفقة هل هذا يدل على فض الغشاء بالرغم اني عازبة لم امارس الجنس مارست العادة السرية السطحية فقط الرجاء منكم الفحص...,"I examined myself with a mirror and a light and found a hole as in the attached picture. Does this indicate that the membrane has dissolved? Even though I am single, I have not had sex. I only practiced superficial masturbation. Please check...",0,1,0.4043390154838562,0.5956609845161438,0.5956609845161438,False
أنا متزوج منذ يومين اضطررت للنوم خارج المنزل بسبب السفر والتقيت ب فتاة في الشارع ومصت القضيب هل ينتقل لي أمراض وكيف اعرف ذلك لن أمارس الجنس مع زوجتي خوفا...,I have been married for two days and had to sleep outside the house due to traveling. I met a girl in the street and she sucked my penis. Can I transmit diseases and how do I know that? I will not have sex with my wife for fear...,0,1,0.11559241265058517,0.8844075798988342,0.8844075798988342,False
اعاني من إفرازات مهبلية مستمره,I suffer from constant vaginal discharge,0,1,0.35968607664108276,0.6403139233589172,0.6403139233589172,False
فتاه 18 عام مارست العاده 6 مرات في مده شهرين وزواجي بعد سنتين هل تؤثر علي حياتي الزوجيه وكانت ممارسه خفيفه جدا فوق الشفرين والبظر هل سأعود طبيعيه ؟,"An 18-year-old girl had masturbation 6 times in a period of two months, and I got married after two years. Will it affect my marital life? She had very light sexual intercourse above the labia and clitoris. Will I return to normal?",0,1,0.3306168019771576,0.6693832278251648,0.6693832278251648,False
هل جوسبرين 81 يساعد على حبس الدم فى الاظافرام لا ؟,Does Josperin 81 help retain blood in the nails?,1,1,0.26950186491012573,0.7304981350898743,0.7304981350898743,True
لحضت بعد انتهائي من الجماع انه السائل المنوي اصبح مصفر وخصوصا عند جفافه.هل السبب من زوجي او انه هناك مشكلة في رحمي تلون السائل المنوي,"After I finished having intercourse, I noticed that the semen had become yellowish, especially when it dried. Is it due to my husband or is there a problem with my uterus that discolored the semen?",0,0,0.5245947241783142,0.4754052758216858,0.5245947241783142,True
"عملت عمليه تركيب شريحه و مسامير من اسبوع و فى وجع و حرقان و ورم فى رجلى هل ده طبيعى
وهل لازم اغير على الجرح ولا لا
و هقدر امشي...","I had a plate and screws inserted a week ago and there is pain, burning and swelling in my leg. Is this normal?
Do I need to change the wound or not?
And I can walk...",0,1,0.44205188751220703,0.5579481720924377,0.5579481720924377,False
"السلام عليكم
يوجد لدي الم بسيط اثناء التبرز في بداية اول يوم من الدورة الشهرية وايضاء قبل الدورة بيوم او يومين يوجد الم بسيط اثناء الجماع هل هذا طبيعي ام...","Hello
I have a slight pain during defecation at the beginning of the first day of my menstrual cycle, and also a day or two before my period. There is a slight pain during intercourse. Is this normal or...",0,0,0.512945294380188,0.4870546758174896,0.512945294380188,True
السلام عليكم .. اصبح معي شد عصبي من القدم الى الظهر الى الكتف .. هل يأثر هذا الشيئ على القلب ؟,Peace be upon you.. I have a nervous tension from the foot to the back to the shoulder.. Does this affect the heart?,0,0,0.5548067688941956,0.44519326090812683,0.5548067688941956,True
ما هي الجرعة اليومية من فيتامين ب7؟,What is the daily dose of vitamin B7?,0,1,0.29935911297798157,0.700640857219696,0.700640857219696,False
انا أعاني من الغثيان منذ فترة طويلة و منذ حوالي تسعة أشهر آخذ دواء بريمبيران حتى الآن أحيانا ستة حبوب يوميا هل هذا صحي و اذا لا كيف ارتاح من...,"I have been suffering from nausea for a long time, and for about nine months I have been taking Primperan until now, sometimes six pills a day. Is this healthy, and if not, how do I get relief from...",1,1,0.30881646275520325,0.6911835670471191,0.6911835670471191,True
السلام عليكم ،انا متزوجة اربعة شهور و للحين ما صار شي بيني و بين زوجي،لاني من الاول بخاف كثير وأشد عضلاتي و بعدين صرت و اقتنعت انو لازم يصير هذا...,"Peace be upon you, I have been married for four months and so far nothing has happened between me and my husband, because at first I was very afraid and tightened my muscles, and then I became convinced that this had to happen...",1,1,0.2023564577102661,0.7976435422897339,0.7976435422897339,True
لو عدد الحيونات المنويه اللي عايشه ٣٠٪ هل في امكانيه لتزويدها بالعلاج او الاكل وهيا ايه الادويه اللي امشي عليها والاغذيه,"If my sperm count is 30%, is it possible to provide her with treatment or food? What medications and foods should I take?",0,1,0.3945240080356598,0.6054759621620178,0.6054759621620178,False
"العمر 37سنه ,
abstinence--3-5day
collection method-- masturbation
volume --3.1
color--whitish
viscosity--normal
ph--7.8
pseudo-Agglutination--negtive
liquefication time--25min
sperm concentration--41.7 m
motile density--15 m
forward progressive movement--07
forwad slow--30
non progressive--21
immotile--42
white...","Age 37 years,
abstinence--3-5day
collection method-- masturbation
volume --3.1
color--whitish
viscosity--normal
pH--7.8
pseudo-agglutination--negative
liquefaction time--25min
Sperm concentration--41.7 m
motile density--15 m
forward progressive movement--07
forwad slow--30
non progressive--21
immotile--42
white...",0,1,0.4286448061466217,0.5713552236557007,0.5713552236557007,False
نزول ماء او سائل نقطه بيسطه بعد التبول او في اي وقت,Water or fluid coming out from a small drop after urinating or at any time,1,0,0.7097554206848145,0.29024457931518555,0.7097554206848145,False
مبقدرش امشي كتير والنهارده لو مشيت مسافه ١٠٠ متر اتعب واقف اريح رجلي علشان اقدر اواصل وهكذا الي ان اصل .. صعوبه التني والفرد وجلس بعض الجلسات ، وجود بعض...,"I cannot walk a lot, and today if I walk 100 meters, I get tired, standing, resting my legs so that I can continue, and so on until I arrive.. Difficulty in standing alone and sitting, sitting some times, having some...",1,0,0.5739439725875854,0.42605599761009216,0.5739439725875854,False
"أعاني من كبر حجم الرأس
هل يوجد علاج لهذه الحالة","I suffer from a large head
Is there a treatment for this condition?",0,1,0.2138109803199768,0.7861890196800232,0.7861890196800232,False
لدي وجع في المعدة مع انتفاخ وحموضة مزعج جدا بعد تناول الحلوى,I have a stomach ache with bloating and very annoying acidity after eating sweets,1,1,0.34918805956840515,0.6508119106292725,0.6508119106292725,True
"نتيجه التحليل طلعت
    Hgb  11.9             MCHC 31.3               
    Hgb  11.9             MCHC 31.3               
ممكن اعرف ايه المشكله عنده وايه علاج ينفع معاه لانه في فتره امتحانات ومفيش تركيز عنده خالص
    Hgb  11.9...","The result of the analysis is out
    Hgb  11.9             MCHC 31.3               
    Hgb  11.9             MCHC 31.3               
May I know what the problem is with him and what treatment works for him because he is in a period of exams and he has no concentration at all?
    Hgb  11.9...",1,1,0.2711918354034424,0.7288081645965576,0.7288081645965576,True
"عملت تحليل هرمونات طلع عندي كلهن تمام ما عدا تحليل FSH.
طلع عندي 1.6","I had a hormone test done and all of them came back fine except the FSH test.
I got 1.6",0,1,0.36856913566589355,0.6314308643341064,0.6314308643341064,False
"هل غشاء البكارة سليم ام اتفض ؟
لانى وانا صغيرة كنت اعبث كثيرا بنفسي ولا اتذكر اى شئ فهل الغشاء مازال سليم ؟
صورة أثناء الارتخاء وصورة أثناء الحزق
اذا...","Is the hymen intact or broken?
Because when I was young, I used to mess around a lot with myself and do not remember anything. Is the membrane still intact?
A picture while loosening and a picture while pulling
if...",0,1,0.4101210832595825,0.5898789167404175,0.5898789167404175,False
ما العمل مع زحف الاسنان الأماميه بوجود فراغ كبير بين الأسنان السفليه الاماميه مع العلم أن الفك ضعيف؟,"What to do with the creeping of the front teeth when there is a large gap between the lower front teeth, knowing that the jaw is weak?",1,1,0.32830867171287537,0.671691358089447,0.671691358089447,True
السلام عليكم أعاني من التهابات الجيوب الأنفية انسداد الأنف وخاصة اثناء النوم والام الرأس,"Peace be upon you. I suffer from sinus infections, nasal congestion, especially during sleep, and headaches",0,0,0.5432760119438171,0.4567239582538605,0.5432760119438171,True
عندي مشكلة كبيره هي عدم اخراجي السائل المنوي الا بعد الضغط علي القضيب بين فخذي واذا لم يحدث هذا لا يخرج السائل المنوي هل لهذا حل,"I have a big problem, which is that I do not ejaculate semen until I press the penis between my thighs. If this does not happen, semen does not come out. Is there a solution for this?",0,1,0.0974833071231842,0.9025167226791382,0.9025167226791382,False
عمري 30سنة ظهر ولسيس في الرقبة من الوراء في الجهة اليمنى يوجد وخز طفيف في موضع التضخم والم في الراس يوميا اعطوني تحليل السل للغدد اللامفاوية وعملت تحليل crpوطلعت النتيجة...,I am 30 years old and have a sore throat in the back of the neck on the right side. There is a slight tingling sensation at the site of the swelling and pain in the head. Every day they gave me a tuberculosis test for the lymph nodes and I did a CRP test and the results came out...,0,1,0.41934579610824585,0.5806542038917542,0.5806542038917542,False
عندي الم حاد في الرقبه والتهاب حاد في عصب الابهر منذ عشر سنين ما العلاج؟,I have severe neck pain and severe inflammation of the aortic nerve for ten years. What is the treatment?,0,1,0.2195647805929184,0.7804352641105652,0.7804352641105652,False
"لدي انحراف في الجنف جهه اليمين خلق
وتألمني رجلي اليمين كامل وايدي وكل ضهري
هل هاذا سبب الانحراف ام له سبب اخر
وانا ونحيفه مره هل له سبب في الآلام...","I have deviated scoliosis on the right side
My entire right leg, my hand, and my entire back hurt
Is this the reason for the deviation or is there another reason?
I was once skinny, does it cause pain...",1,1,0.21576279401779175,0.7842372059822083,0.7842372059822083,True
فعلت من سنة و نصف عملية في الجيوب الأنفية و الآن منذ فترة أعاني من وجع في الرأس و ضيق في التنفس خاصة في الليل.كيف أدرك إن ظهروا مجددا أم...,"I had a sinus operation a year and a half ago, and now for some time I have been suffering from headaches and shortness of breath, especially at night. How do I know if they have appeared again or...",1,1,0.4134838581085205,0.5865161418914795,0.5865161418914795,True
ما هي البثور اللتي تظهر علي العضو الذكري مع العلم ان لهذه البثور رؤس بيضاء,"What are the pimples that appear on the penis, knowing that these pimples have white heads?",1,1,0.39587196707725525,0.6041280031204224,0.6041280031204224,True
حضرتك انا شاب 25 سنة وعندي مشكلة في ان حجم الصدر عندي كبير وسمعت عن عمليات للتثدي كنت عاوز اعرف هل لها اعراض جانبية وهل المشكلة بتختفي بشكل نهائي لانها...,"Your Honor, I am a 25-year-old young man and I have a problem with my large breast size. I heard about gynecomastia operations. I wanted to know whether they have side effects and whether the problem disappears permanently because...",1,1,0.14832468330860138,0.8516753315925598,0.8516753315925598,True
هل استخدام قطرات الكورتوزون لمعالجة حساسية العين وتحت اشراف طبيب عيون لمدة شهر ونصف يؤدي الى الاصابه بالسكري بالمستقبل,Does using cortozone drops to treat eye allergies under the supervision of an ophthalmologist for a month and a half lead to diabetes in the future?,0,1,0.41502320766448975,0.5849767923355103,0.5849767923355103,False
